group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-result-openai/gpt-oss-120b,LLM-suggestion-openai/gpt-oss-120b,LLM-result-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-suggestion-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-result-default-text-large,LLM-suggestion-default-text-large,groundTruth
7,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a 1d water column hydrodynamic model simulating vertical mixing, turbulence, hydrodynamics, providing physical driver fields for coupled biogeochemical models via fabm, receiving ecological feedback variables e.g., light attenuation, heat flux from fabm submodels such as pclake+.; meteorological forcing, initial hydrodynamic conditions, additionally receives ecological feedback variables from fabm submodels.","a process-based biogeochemical lake ecosystem model simulating nutrient cycling, primary production, oxygen dynamics, sediment-water interactions, implemented within the framework for aquatic biogeochemical models fabm for coupling with host hydrodynamic models such as gotm.; physical, chemical drivers provided by gotm via fabm interface; physical hydrodynamic, optical drivers from gotm","a placeholder structure for developing a modular aquatic modeling system using gotm for hydrodynamics, a biogeochemical model such as pclake through fabm. intended to simulate ecosystem responses to physical drivers in lakes or coastal waters.","A→AB:0.26 (covered: biogeochemical, fabm, hydrodynamics, pclake, physical, such) | B→AB:0.35 (covered: aquatic, biogeochemical, drivers, ecosystem, fabm, gotm, physical, such) | A∪B→AB:0.43 (covered: aquatic, biogeochemical, drivers, ecosystem, fabm, gotm, hydrodynamics, pclake, physical, such) | uncovered_AB: coastal, developing, lakes, modeling, modular, placeholder, responses, simulate, structure, system, through, using, waters",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
7,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,hydrodynamic model; turbulence; vertical mixing; marine systems; lake modeling; fabm coupling,nutrient cycling; ecological modeling; lake ecosystems; pclake+; fabm,lake modeling; modular frameworks; fabm; hydrodynamic-ecological integration,"A→AB:0.50 (covered: fabm, hydrodynamic, lake, modeling) | B→AB:0.50 (covered: ecological, fabm, lake, modeling) | A∪B→AB:0.62 (covered: ecological, fabm, hydrodynamic, lake, modeling) | uncovered_AB: frameworks, integration, modular",Match,INTENDED,Match,,Match,,Match,,Match
7,Semantic Mismatch,Model Type,Integrated,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
7,Semantic Mismatch,Scope,Integrated,Coverage vs AB,1d vertical hydrodynamics in aquatic systems,"shallow, stratified lakes",,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
7,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate vertical transport, mixing in marine, freshwater systems; layered turbulence closure with online ecological coupling via fabm; tool coupling via fabm","simulate ecological dynamics in response to nutrient inputs, physical mixing, climate drivers; fabm plugin with ecological processes driven by hydrodynamic state variables","design, test modular integrations for aquatic ecosystem modeling; modular online coupling via fabm or similar interface; integrated coupling","A→AB:0.29 (covered: coupling, fabm, online, via) | B→AB:0.07 (covered: fabm) | A∪B→AB:0.29 (covered: coupling, fabm, online, via) | uncovered_AB: aquatic, design, ecosystem, integrated, integrations, interface, modeling, modular, similar, test",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
7,Semantic Mismatch,Assumptions,Integrated,Coverage vs AB,"horizontal homogeneity; turbulence driven by wind, buoyancy, bottom shear; 1d vertical structure","ecology responds to physical drivers light, mixing, temperature; trophic groups, sediment modeled mechanistically; no horizontal heterogeneity",,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
7,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,"burchard et al., 1999; bruggeman, bolding, 2014","janssen et al., 2019",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,karsten bolding; developer,arie b.g. janssen; ecological model development,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"widely validated for estuarine, coastal systems",well-established with peer-reviewed validations,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,"temperature, salinity profiles","biological monitoring data, nutrient input records",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,profile comparisons to physical observations,validated on multiple lakes worldwide,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,available through configuration scenarios,"manual, automated tools available",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,scenario testing,"scenario, ensemble runs",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
7,Data Schema Mismatch,Direction (any),Integrated,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:temperature profile t; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par,B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,A2B:✓; B2A:✓,Match,INTENDED,Match,,Match,,Match,,Match
7,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:meteorological forcing wind; air temperature; radiation; initial temperature; salinity profiles; heat flux feedback q_bio; surface albedo / wind-drag modifiers; meteorological forcing; initial hydrodynamic conditions; additionally receives ecological feedback variables from fabm submodels. | B.in:temperature profile t; turbulent mixing coefficients kz; scalar irradiance / par; salinity profile if relevant; physical; chemical drivers provided by gotm via fabm interface; physical hydrodynamic; optical drivers from gotm,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
7,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:temperature profile t; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par | B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,Match
7,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically,hourly,daily driven by hourly hydrodynamic forcing,,A↔B token-sim=0.20 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
7,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically,multi-year,decadal,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Integration can be limited to the overlapping multi‑year interval.,Match,The temporal extents are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible temporal coverage,Match
7,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically,adaptive vertical layers,matches hydrodynamic vertical grid,,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
7,Spatial Coverage Mismatch,spatial_extent_coverage,Integrated,Common exchanged variables align semantically,water column,lake water column,,A↔B token-sim=0.67 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
7,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically,1d,1d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
7,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,"error trapping, timestep control","input checking, diagnostics via fabm",,A and B present; AB not provided.,Match,INTENDED,Match,,Match,,Match,,Match
7,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,"configure through yaml / nml files, run via cli","configured as an fabm plugin, receives physical state from host hydrodynamic model e.g., gotm",,Both A and B must provide.,Match,INTENDED,Match,,Match,,Match,,Match
7,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,false,false,,Both sides present.,Match,INTENDED,Match,,Match,,Match,,Match
7,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"time step, vertical grid synchronized with fabm plugins","time step, grid must match gotm, physical drivers updated each coupling step",,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,Coupling timestep and calendar synchronization are mutually satisfied.,Mismatch,Synchronize execution constraints across both models.,Mismatch,Implement compatible execution constraints,Match
7,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,online synchronous exchange each time step,,,Integrated requires A and B to declare this.,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
7,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"two-way, provides physical drivers, receives ecological feedbacks","receives gotm drivers, returns bio-feedbacks to gotm",,Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,Data flow description matches integration pattern.,Mismatch,Align data synchronization mechanisms across both models.,Mismatch,Implement compatible data synchronization mechanisms,Match
7,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran; c++,,A↔B token-sim=0.50 (> 0.50),Mismatch,INTENDED,Match,Both expose Fortran interfaces; additional C++ in B does not prevent coupling via FABM.,Match,The programming languages are compatible and can be integrated.,Match,Programming languages are compatible: fortran and c++,Match
7,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,benchmarked with standard gotm cases; benchmarked against canonical gotm-fabm cases,,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
7,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,tested within fabm test cases; validated against long-term lake monitoring datasets,,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
7,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, fortran compiler",fabm environment,,A↔B token-sim=0.00 (> 0.50),Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
7,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,standard workstation,standard workstation,,A↔B token-sim=1.00 (> 0.50),Match,INTENDED,Match,,Match,,Match,,Match
7,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,5.0,2023.1,,Not equal.,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
7,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,License Incompatibility,license,Integrated,Pattern-graded requirement,gpl,gpl,,A↔B token-sim=1.00 (> 0.50),Match,INTENDED,Match,,Match,,Match,,Match
7,Landing Page Gap,landing_page (A),Integrated,Presence required,"https, / / gotm.net",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
7,Landing Page Gap,landing_page (B),Integrated,Presence required,"https, / / github.com / fabm-model / fabm",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
8,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"nemo ocean circulation model; madec, g.","planktom10 biogeochemical model; vogt, m.",intended coupled ocean biogeochemical modeling framework,A→AB:0.00 (covered: —) | B→AB:0.50 (covered: biogeochemical) | A∪B→AB:0.50 (covered: biogeochemical) | uncovered_AB: modeling,Match,INTENDED,Match,,Match,,Match,,Match
8,Semantic Mismatch,Model Version,Loose,Coverage vs AB,v3.3; 2010,2010; v3.3,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Mismatch
8,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a 3d ocean general circulation model simulating currents, mixing, sea ice, thermohaline structures, surface fluxes, providing the physical environment for biogeochemical modules such as planktom10.; initial, boundary conditions for ocean state variables, optionally, biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes","a 3d marine biogeochemical model simulating plankton dynamics, nutrient cycles, dimethylsulphide dms production, coupled online with nemo to use its physical state variables.; physical ocean state variables from nemo; physical drivers for biogeochemistry","placeholder metadata for a modular integrated ocean model combining a general circulation model like nemo with a biogeochemical model for simulating carbon, nutrients, or sulfur cycles.","A→AB:0.27 (covered: biogeochemical, circulation, general, simulating) | B→AB:0.27 (covered: biogeochemical, cycles, nemo, simulating) | A∪B→AB:0.40 (covered: biogeochemical, circulation, cycles, general, nemo, simulating) | uncovered_AB: carbon, combining, integrated, like, metadata, modular, nutrients, placeholder, sulfur",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
8,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,ocean circulation; hydrodynamics; sea ice; nemo; climate modeling,biogeochemistry; dimethylsulphide; plankton; marine ecosystem; carbon cycle,ocean modeling; biogeochemical modeling; modular coupling; earth system modeling,"A→AB:0.17 (covered: modeling) | B→AB:0.00 (covered: —) | A∪B→AB:0.17 (covered: modeling) | uncovered_AB: biogeochemical, coupling, earth, modular, system",Mismatch,INTENDED,Match,Keyword sets collectively describe the coupled earth system model.,Match,The keywords are compatible and can be integrated.,Match,"Similarity threshold not met, but keywords are compatible",Match
8,Semantic Mismatch,Model Type,Loose,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
8,Semantic Mismatch,Scope,Loose,Coverage vs AB,"global, regional ocean domains",global marine ecosystems,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
8,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate physical ocean properties, dynamics; 3d structured grid, hydrostatic approximation",simulate ocean biogeochemical processes including dms production; online coupled to physical ocean model,"evaluate impact of ocean physics on marine ecosystems, chemical cycles; online or offline coupled system; loose coupling","A→AB:0.00 (covered: —) | B→AB:0.08 (covered: online) | A∪B→AB:0.08 (covered: online) | uncovered_AB: chemical, coupling, cycles, ecosystems, evaluate, impact, loose, marine, offline, physics, system",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
8,Semantic Mismatch,Assumptions,Loose,Coverage vs AB,"hydrostatic, boussinesq approximations; finite-difference discretization; fixed bathymetry","stoichiometric phytoplankton growth; temperature, light-dependent production rates; multiple plankton functional types",,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
8,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"madec et al., 2008; vogt et al., 2010","vogt et al., 2010",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"madec, g.; lead model developer","vogt, m.; ecological model developer",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"validated in cmip, regional configurations",represents known seasonal dms production patterns,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"ocean reanalysis datasets, argo, satellite data","in situ, satellite dms, chlorophyll data",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"comparison to reanalysis, observational datasets",compared with global dms climatologies,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,tunable through parameter sets,run with varying biological parameters,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,ensemble simulations supported,scenario-based dms flux uncertainty,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
8,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth,temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,temperature t ↔ temperature t (1.00); salinity s ↔ salinity s (1.00); 3d velocities u ↔ 3d velocities u (1.00); v ↔ v (1.00); w ↔ w (1.00); mixed layer depth mld ↔ mixed layer depth mld (1.00); sea ice cover / thickness ↔ sea ice cover / thickness (1.00); shortwave radiation at depth ↔ shortwave radiation at depth (1.00),Match,INTENDED,Match,,Match,,Match,,Match
8,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes,,bio-induced heat absorption profile qbio ↔ heat (0.90),Match,INTENDED,Match,,Match,,Match,,Match
8,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes | B.in:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
8,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth | B.out:dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,Match
8,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,hourly to daily,hourly to daily,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Integration can be limited to the overlapping multi‑year interval.,Match,The temporal extents are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible temporal coverage,Match
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Regridding can align the atmospheric and oceanic grids.,Match,The spatial resolutions are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible spatial resolutions,Match
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,B's water‑column scope fits within A's global ocean coverage.,Match,The spatial extents are compatible and can be aligned.,Mismatch,No LLM triage returned for this row.,Match
8,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,3d,3d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
8,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
8,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"built-in checks for cfl violations, nans, restarts",handled through coupling layer with nemo,,Both A and B or AB canonical required.,Match,INTENDED,Match,,Match,,Match,,Match
8,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile with provided scripts, run using namelist config files","activated through nemo's namelist, tracer definitions",,At least one side must provide.,Match,INTENDED,Match,,Match,,Match,,Match
8,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
8,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,"consistent grid, timestep with planktom10","same timestep, grid as nemo",,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
8,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
8,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,Match
8,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,"physical state variables passed each timestep to planktom10, optional feedbacks received","receives physical fields each timestep from nemo, returns bio-optical, gas flux feedbacks",,Loose requires at least one declaration of synchronization.,Match,INTENDED,Match,,Match,,Match,,Match
8,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran 90,fortran 90,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
8,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED,Match,,Match,,Match,,Match
8,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"validated via reference configurations; compared against climatologies, observations",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
8,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,"tested against standalone runs, dms data; validated against climatology, in-situ measurements",,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
8,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc system,same as nemo,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,All components require HPC resources; no conflict.,Match,The hardware resources are compatible and can be integrated.,Mismatch,Implement compatible hardware resources,Match
8,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v3.3,2010,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
8,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
8,License Incompatibility,license,Loose,Pattern-graded requirement,cecill,cecill,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
8,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
8,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
9,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,"canadian atmospheric model version 4 canam4; fyfe, j.c.","ncar community ocean model version 1.3 ncom1.3; fyfe, j.c.",intended coupled atmosphere-ocean climate modeling framework,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: atmosphere, climate, modeling",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
9,Semantic Mismatch,Model Version,Integrated,Coverage vs AB,v4; v1.3,v1.3; v4,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Mismatch
