group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
1,Data Schema Mismatch,B.output vs AB.output,One-Way,B.output ↔ AB.output (similarity>0),,nutrients; phytoplankton groups; macrophytes; oxygen; ecosystem service indicators,thermal structure; mixing depth; nutrient concentrations; phytoplankton groups; macrophytes; oxygen; ecosystem service scores 0-1,sim=0.68,Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
1,Temporal Resolution Mismatch,time_steps_temporal_resolution,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),hourly or daily,daily,hourly to daily,A<->B token-sim=0.50 (>0 means aligned),Match,INTEGRATED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
1,Temporal Coverage Mismatch,temporal_extent_coverage,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),days to decades,multi-year to decadal,historical + 2050 climate projections,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,False,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
1,Spatial Resolution Mismatch,spatial_resolution,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),user-defined depth layers typically 1-20,discrete vertical layers,"layered structure inherited from flake, pclake+",A<->B token-sim=0.14 (>0 means aligned),Match,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.14 (>0 means aligned),No adaptation required.
1,Spatial Coverage Mismatch,spatial_extent_coverage,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),single lake water column,lake water column,vertical lake column,A<->B token-sim=0.75 (>0 means aligned),Match,INTEGRATED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.75 (>0 means aligned),No adaptation required.
1,Dimensionality Mismatch,dimensionality,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),1d vertical,1d,1d,A<->B token-sim=0.50 (>0 means aligned),Match,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
1,Unit Mismatch,A.output(mixing depth) -> B.input(temperature profile + mixing depth from flake),One-Way,Both sides must declare a unit for the exchanged variable,m,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
1,Communication Mechanism Mismatch,communication_mechanism,One-Way,Pattern-graded requirement,,,,Not required for One-Way; any declared IO is acceptable.,Match,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
1,Error Handling Mismatch,error_handling,One-Way,Pattern-graded requirement,"basic input validation, logs runtime errors","input validation, logging",handled by individual model components,At least one of A/B/AB must define error handling.,Match,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
1,Execution Instruction Gap,execution_instructions,One-Way,Require A only,run via command line or r / python wrappers. config files define lake-specific parameters.,,,Producer (A) must provide run instructions.,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,Execution Instruction Gap,execution_instructions,One-Way,B optional in One-Way,,run via c++ binary or r script with yaml / json configs.,,B optional,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,Parallel Execution Incompatibility,parallel_execution,One-Way,Pattern-graded requirement,false,false,false,Not required for One-Way.,Match,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
1,Execution Constraint Mismatch,execution_constraints,One-Way,Pattern-graded requirement,"file-based data transfer, no feedback","consumes flake outputs, no return flow","sequential, common timestep",Not required for One-Way.,Match,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Match,Deterministic check: Not required for One-Way.,No adaptation required.
1,Acknowledgment Protocol Mismatch,acknowledgment_protocols,One-Way,Pattern-graded requirement,,,,Not required for One-Way.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
1,Latency Expectation Mismatch,latency_expectations,One-Way,Pattern-graded requirement,batch / offline,batch / offline,synchronous / stepwise file transfer,Not required for One-Way.,Match,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
1,Data Synchronization,data_synchronization,One-Way,Pattern-graded requirement,post-run file exchange,file-based,sequential forcing,Not required for One-Way.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
1,Programming Language Incompatibility,programming_language,One-Way,Pattern-graded similarity/equality,fortran core; r interface; python interface,c++; r wrapper,"fortran flake; c++ pclake+; r, python wrappers",A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
1,Source Code Availability Gap,availability_of_source_code (A),One-Way,Optional at this pattern,,,,Optional.,Match,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: Optional.,No adaptation required.
1,Source Code Availability Gap,availability_of_source_code (B),One-Way,Optional for One-Way (B),,,,Optional for B in One-Way.,Match,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: Optional for B in One-Way.,No adaptation required.
1,Implementation Verification Gap,implementation_verification (A),One-Way,Presence required,verified in peer-reviewed applications; compared to observed vertical temperature data,,,A provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
1,Implementation Verification Gap,implementation_verification (B),One-Way,Optional for One-Way (B),peer-reviewed validation; field data comparisons,,,Optional for B in One-Way.,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: Optional for B in One-Way.,No adaptation required.
1,Software Environment Mismatch,software_specification_and_requirements,One-Way,Pattern-graded similarity/equality,"fortran compiler or r / python build environment; meteorological forcing wind, radiation, temperature, humidity","c++ compiler, pcmodel r package; meteorological data hourly in pdf; nutrient load data; bathymetry; hydrology",flake compiled environment; pcmodel r package; pclake+ c++ binary,A↔B token-sim=0.10 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,Hardware Resource Mismatch,hardware_specification_and_requirements,One-Way,Pattern-graded similarity/equality,standard desktop / server,standard desktop / server,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,Distribution Version Mismatch,distribution_version,One-Way,Pattern-graded similarity/equality,2023.1,2023.1,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,File Format Mismatch,file_formats,One-Way,Not required at this pattern,,,,Absent but optional for this pattern.,Match,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: Absent but optional for this pattern.,No adaptation required.
1,License Incompatibility,license,One-Way,Pattern-graded requirement,gnu gpl,gnu gpl,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
1,Landing Page Gap,landing_page (A),One-Way,Presence required,"https, / / github.com / aemon-j / flaker",,,A provides landing page,Match,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides landing page,No adaptation required.
1,Landing Page Gap,landing_page (B),One-Way,Presence required,"https, / / github.com / pcmodel / pcmodel",,,B provides landing page,Match,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides landing page,No adaptation required.
1,Operating Environment Mismatch,operating_system,One-Way,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
10,Semantic Mismatch,Title,Embedded,Coverage threshold ≥ 0.50,"ofam3, ocean forecasting australian model, version 3; ofam3_config_parameters","wombat, whole ocean model of biogeochemistry, trophic-dynamics; wombat_config_parameters",embedded ofam3-wombat coupled ocean-biogeochemistry model; ofam3_wombat_coupling_parameters; oke et al.,"A→AB:0.22 (covered: ofam3, parameters) | B→AB:0.33 (covered: biogeochemistry, parameters, wombat) | A∪B→AB:0.44 (covered: biogeochemistry, ofam3, parameters, wombat) | uncovered_AB: al, coupling, embedded, et, oke",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.22 (covered: ofam3, parameters) | B→AB:0.33 (covered: biogeochemistry, parameters, wombat) | A∪B→AB:0.44 (covered: biogeochemistry, ofam3, parameters, wombat) | uncovered_AB: al, coupling, embedded, et, oke",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
10,Semantic Mismatch,Model Version,Embedded,A or B must equal AB exactly,3.0; 2009; v1.1,2013.1; 2008; 2011,ofam3 v3.0 + wombat 2013.1; 2013,A==AB:×; B==AB:×,Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
10,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"ofam3 is a near-global, eddy-resolving ocean general circulation model based on mom4p1. it resolves mesoscale variability, large-scale circulation, can run with wombat embedded for biogeochemistry. the published configuration uses z* coordinates, eddy-resolving 1 / 10° horizontal resolution, 51 vertical levels with 5-10 m spacing in the upper 200 m, forced by 3-hourly era-interim surface fluxes.; model grid, vertical resolution, viscosity, mixing scheme, surface restoring strengths, forcing options for the ofam3 configuration described in oke et al. 2013.; 3-hourly era-interim surface heat, freshwater, momentum fluxes plus monthly climatological sst, sss fields used for surface restoring, when coupled, also receives atmospheric co₂, other fields required by embedded wombat.","wombat is a three-dimensional npzd-type ocean biogeochemistry module that simulates nutrients, phytoplankton, zooplankton, detritus, related carbon, oxygen cycles. in oke et al. 2013 it is embedded in ofam3 to represent large-scale biogeochemical cycling, ecosystem variability.; ecosystem constants uptake rates, remineralization rates, stoichiometric ratios, temperature functions , gas-exchange parameters used in the embedded ofam3-wombat configuration.; receives the evolving 3d physical fields, external forcing terms nutrient deposition, atmospheric co₂ from ofam3 at each timestep via embedded calls.","an embedded 3d coupled system where the ofam3 eddy-resolving ocean circulation model calls the wombat npzd-type biogeochemical module in-memory at each timestep. the configuration described in oke et al. 2013 uses a 1 / 10° z*-coordinate grid from 75°s to 75°n to simulate mesoscale dynamics, large-scale biogeochemical cycling.","A→AB:0.53 (covered: 10, 2013, al, circulation, configuration, described, eddy, embedded, et, grid, large, mesoscale, ofam3, oke, resolving, scale, uses, wombat) | B→AB:0.56 (covered: 2013, 3d, al, biogeochemical, calls, configuration, cycling, each, embedded, et, large, module, npzd, ofam3, oke, scale, timestep, type, wombat) | A∪B→AB:0.79 (covered: 10, 2013, 3d, al, biogeochemical, calls, circulation, configuration, cycling, described, each, eddy, embedded, et, grid, large, mesoscale, module, npzd, ofam3, oke, resolving, scale, timestep, type, uses, wombat) | uncovered_AB: 75, coordinate, dynamics, memory, simulate, system, where",Match,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.53 (covered: 10, 2013, al, circulation, configuration, described, eddy, embedded, et, grid, large, mesoscale, ofam3, oke, resolving, scale, uses, wombat) | B→AB:0.56 (covered: 2013, 3d, al, biogeochemical, calls, configuration, cycling, each, embedded, et, large, module, npzd, ofam3, oke, scale, timestep, type, wombat) | A∪B→AB:0.79 (covered: 10, 2013, 3d, al, biogeochemical, calls, circulation, configuration, cycling, described, each, eddy, embedded, et, grid, large, mesoscale, module, npzd, ofam3, oke, resolving, scale, timestep, type, uses, wombat) | uncovered_AB: 75, coordinate, dynamics, memory, simulate, system, where",No adaptation required.
