group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-Result,LLM-suggestion
9,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTEGRATED,Gap,field A+B missing
9,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTEGRATED,Gap,field A+B missing
9,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea surface temperature sst; sea surface salinity sss optional; sea ice concentration sic; sea ice thickness sith optional; ocean surface currents u_ocean; v_ocean; sea surface height ssh optional; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler; ocean surface state used for lower boundary conditions sst; sic; sith; currents; ssh provided via the canesm2 internal coupler | B.in:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler; atmospheric surface fluxes; pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
9,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"fluxes atm→ocn sent, surface state ocn→atm received through coupler with grid remapping","ocean surface state ocn→atm , fluxes atm→ocn exchanged through the coupler with remapping, masking",hourly to daily via coupler layer,Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,v4,v1.3,v2,Not equal.,Mismatch,INTEGRATED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
9,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,failsafes for model divergence,"tracer checks, restart systems","coupling interface handles missing data, restarts","A↔AB=0.00, B↔AB=0.00 (>0 required if AB exists)",Mismatch,INTEGRATED,Mismatch,Implement a common failsafe mechanism that can handle both model divergence and tracer checks.
9,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"coupling timestep aligned with ocean e.g., hourly-6-hourly , conservative flux remapping, synchronized calendars","consistent coupling timestep, conservative flux coupling, identical calendars / time-bases",flux coupling timestep synchronization,Integrated expects explicit sync/latency cues.,Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
9,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,hpc cluster required,hpc required,supercomputing clusters required,"A↔B=0.67 (> 0.50), A↔AB=0.20 & B↔AB=0.25 (> 0.25)",Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,exchange each coupling step via canesm2 internal coupler,exchange each coupling step via canesm2 internal coupler,low-latency component coupling,Integrated expects explicit sync/latency cues.,Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Semantic Mismatch,Assumptions,Integrated,Coverage threshold ≥ 0.50,"hydrostatic balance; spherical harmonics basis for spectral core; radiative forcing from ghgs, aerosols","boussinesq, hydrostatic approximations; no tides or coastal detail in standard runs","coupled exchange of fluxes, state variables at daily resolution; hydrostatic atmosphere, ocean; aerosol perturbations affect radiation, cloud microphysics","A→AB:0.09 (covered: hydrostatic) | B→AB:0.09 (covered: hydrostatic) | A∪B→AB:0.09 (covered: hydrostatic) | uncovered_AB: aerosol, affect, atmosphere, cloud, daily, microphysics, perturbations, radiation, resolution, state",Mismatch,INTEGRATED,Mismatch,Align the assumptions about hydrostatic balance and other factors between the models.
9,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,atmospheric model; radiation; cloud processes; spectral gcm; climate modeling,ocean model; ogcm; climate model; canesm2; marine processes,earth system model; climate modeling; atmosphere-ocean coupling; stratospheric aerosols; surface temperature,"A→AB:0.22 (covered: climate, modeling) | B→AB:0.11 (covered: climate) | A∪B→AB:0.22 (covered: climate, modeling) | uncovered_AB: aerosols, atmosphere, coupling, earth, stratospheric, system, temperature",Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Semantic Mismatch,Model Version,Integrated,A or B must equal AB exactly,v4; v1.3,v1.3; v4,v2,A==AB:×; B==AB:×,Mismatch,INTEGRATED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
9,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, energy balance in earth system models; spectral dynamical core with physical parameterizations",simulate oceanic processes for coupled climate modeling; grid-based ocean gcm with vertical mixing schemes,"simulate climate response to internal, external forcings; coupled climate model agcm + ogcm; integrated coupling","A→AB:0.10 (covered: simulate) | B→AB:0.20 (covered: climate, simulate) | A∪B→AB:0.20 (covered: climate, simulate) | uncovered_AB: agcm, coupling, external, forcings, integrated, internal, ogcm, response",Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,"canadian atmospheric model version 4 canam4; fyfe, j.c.","ncar community ocean model version 1.3 ncom1.3; fyfe, j.c.","integrated canesm2 climate modeling system; fyfe, j.c.","A→AB:0.17 (covered: fyfe) | B→AB:0.17 (covered: fyfe) | A∪B→AB:0.17 (covered: fyfe) | uncovered_AB: canesm2, climate, integrated, modeling, system",Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",coupled into canesm2,"nemo, canam4, netcdf, mpi","A↔B=0.00 (> 0.50), A↔AB=0.33 & B↔AB=0.00 (> 0.25)",Mismatch,INTEGRATED,Mismatch,Align the software environments between the models.
9,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTEGRATED,Gap,field A+B missing
9,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTEGRATED,Gap,field A+B missing
9,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically,t63 ~2.8° x 2.8°,"1.4° x 1.4°, 40 vertical levels","atmosphere, t63 ~2.8° , ocean, 1.4°",A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically,30 min to 1 hr,hourly to daily,30-min to daily,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,The values are semantically similar and can be integrated with minor adjustments.
9,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTENDED,Gap,field A+B missing
9,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,Gap,field A+B missing
9,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea surface temperature sst; sea surface salinity sss optional; sea ice concentration sic; sea ice thickness sith optional; ocean surface currents u_ocean; v_ocean; sea surface height ssh optional; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler; ocean surface state used for lower boundary conditions sst; sic; sith; currents; ssh provided via the canesm2 internal coupler | B.in:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler; atmospheric surface fluxes; pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
9,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional | B.out:sea surface temperature sst; sea surface salinity sss; ocean surface currents u_ocean; v_ocean; sea surface height ssh; sea ice concentration sic; sea ice thickness sith,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Gap,field B missing
9,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"fluxes atm→ocn sent, surface state ocn→atm received through coupler with grid remapping","ocean surface state ocn→atm , fluxes atm→ocn exchanged through the coupler with remapping, masking","atmosphere provides surface fluxes stress, heat, freshwater, radiation to ocean, ocean returns surface state sst, sic, currents, ssh to atmosphere",Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,The values are semantically similar and describe the same process with minor wording differences.
9,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,v4,v1.3,,Not equal.,Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
9,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"coupling timestep aligned with ocean e.g., hourly-6-hourly , conservative flux remapping, synchronized calendars","consistent coupling timestep, conservative flux coupling, identical calendars / time-bases","coupler mediates conservative remapping, aligned coupling interval, consistent calendars, masks",Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,The values are semantically similar and describe the same constraints with minor wording differences.
9,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
9,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,exchange each coupling step via canesm2 internal coupler,exchange each coupling step via canesm2 internal coupler,exchange at defined coupling steps via canesm2 internal coupler,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,The values are semantically similar and describe the same process with minor wording differences.
9,Semantic Mismatch,Assumptions,Integrated,Coverage vs AB,"hydrostatic balance; spherical harmonics basis for spectral core; radiative forcing from ghgs, aerosols","boussinesq, hydrostatic approximations; no tides or coastal detail in standard runs",,AB value missing.,Missing,INTENDED,,
9,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a spectral atmospheric general circulation model used in the canesm2 earth system model. simulates atmospheric processes including radiation, cloud physics, dynamics.; ocean surface state used for lower boundary conditions sst, sic, sith, currents, ssh provided via the canesm2 internal coupler; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler","a 3d ocean general circulation model that simulates ocean currents, temperature, salinity, mixing. coupled with canam4 in the canesm2 system.; atmospheric surface fluxes, pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler","a generic metadata template for developing coupled climate models combining atmospheric, ocean circulation components with embedded biogeochemistry. suitable for exploring feedbacks between aerosol forcing, radiative processes, nutrient cycles, ocean heat transport.","A→AB:0.14 (covered: atmospheric, circulation, processes) | B→AB:0.14 (covered: atmospheric, circulation, forcing) | A∪B→AB:0.18 (covered: atmospheric, circulation, forcing, processes) | uncovered_AB: aerosol, between, biogeochemistry, climate, combining, cycles, developing, embedded, exploring, feedbacks, generic, heat, metadata, nutrient, radiative, suitable, template, transport",Mismatch,INTENDED,Mismatch,Create a unified description that covers the functionalities of both models.
9,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,atmospheric model; radiation; cloud processes; spectral gcm; climate modeling,ocean model; ogcm; climate model; canesm2; marine processes,coupled modeling; climate feedbacks; atmosphere-ocean interactions; earth system,"A→AB:0.29 (covered: climate, modeling) | B→AB:0.14 (covered: climate) | A∪B→AB:0.29 (covered: climate, modeling) | uncovered_AB: atmosphere, earth, feedbacks, interactions, system",Mismatch,INTENDED,Match,The keywords are semantically similar and cover the same topics with minor differences.
9,Semantic Mismatch,Model Type,Integrated,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,,
9,Semantic Mismatch,Model Version,Integrated,Coverage vs AB,v4; v1.3,v1.3; v4,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
9,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, energy balance in earth system models; spectral dynamical core with physical parameterizations",simulate oceanic processes for coupled climate modeling; grid-based ocean gcm with vertical mixing schemes,"enable co-evolution of atmospheric, oceanic, biogeochemical states in climate scenarios; modular agcm + ogcm + bgc with coupling interface; integrated coupling","A→AB:0.06 (covered: atmospheric) | B→AB:0.12 (covered: climate, oceanic) | A∪B→AB:0.19 (covered: atmospheric, climate, oceanic) | uncovered_AB: agcm, bgc, biogeochemical, co, coupling, enable, evolution, integrated, interface, modular, ogcm, scenarios, states",Mismatch,INTENDED,Mismatch,Create a unified purpose and pattern that covers the functionalities of both models.
9,Semantic Mismatch,Scope,Integrated,Coverage vs AB,"global atmospheric dynamics, climate",global ocean circulation,,AB value missing.,Missing,INTENDED,,
9,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,"canadian atmospheric model version 4 canam4; fyfe, j.c.","ncar community ocean model version 1.3 ncom1.3; fyfe, j.c.",intended coupled atmosphere-ocean climate modeling framework,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: atmosphere, climate, modeling",Mismatch,INTENDED,Match,The titles are semantically similar and describe the same models with minor differences.
9,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",coupled into canesm2,,A↔B token-sim=0.00 (> 0.50),Mismatch,INTENDED,Match,The software specifications are semantically similar and describe the same requirements with minor differences.
9,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
9,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,Gap,field A+B missing
9,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically,t63 ~2.8° x 2.8°,"1.4° x 1.4°, 40 vertical levels",,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The spatial resolutions are semantically similar and describe the same resolutions with minor differences.
9,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically,30 min to 1 hr,hourly to daily,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The temporal resolutions are semantically similar and describe the same resolutions with minor differences.
